Class	Order	Family	genspec	Common Name	tsn	accepted_tsn
Actinopterygii	Siluriformes	Heptapteridae	Rhamdia quelen	NA	640029	640029
Actinopterygii	Stomiiformes	Sternoptychidae	Argyropelecus aculeatus	Lovely hatchetfish	162215	162215
Actinopterygii	Stomiiformes	Sternoptychidae	Polyipnus asteroides	NA	162223	162223
Actinopterygii	Stomiiformes	Stomiidae	Astronesthes similis	NA	162237	622354
Actinopterygii	Stomiiformes	Stomiidae	Chauliodus sloani	Sloane's viperfish	162281	162281
Actinopterygii	Synbranchiformes	Synbranchidae	Synbranchus marmoratus	Marbled swamp eel	166694	166694
Actinopterygii	Syngnathiformes	Aulostomidae	Aulostomus maculatus	Trumpet fish / Pez trompeta	166411	166411
Actinopterygii	Syngnathiformes	Syngnathidae	Microphis brachyurus	Short-tailed pipefish	166533	166533
Actinopterygii	Syngnathiformes	Syngnathidae	Pseudophallus mindii	NA	166641	166641
Actinopterygii	Tetraodontiformes	Balistidae	Balistes vetula	Queen triggerfish / Pez gallito payaso	173139	173139
Actinopterygii	Tetraodontiformes	Balistidae	Cantherhines pullus	Orange spotted filefish / Lija colorada	173158	173158
Actinopterygii	Tetraodontiformes	Balistidae	Canthidermis sufflamen	Ocean triggerfish, Sobaco lija	173170	173170
Actinopterygii	Tetraodontiformes	Balistidae	Melichthys niger	Black triggerfish	173174	173174
Actinopterygii	Tetraodontiformes	Diodontidae	Diodon holocanthus	Balloonfish / Pez erizo globo	173392	173392
Actinopterygii	Tetraodontiformes	Diodontidae	Diodon hystrix	Spot-fin porcupinefish / Pez erizo comÃºn	173391	173391
Actinopterygii	Tetraodontiformes	Monacanthidae	Aluterus schoepfii	Orange filefish	646456	646456
Actinopterygii	Tetraodontiformes	Monacanthidae	Aluterus scriptus	Scrawled filefish	173134	173134
Actinopterygii	Tetraodontiformes	Monacanthidae	Monacanthus tuckeri	Slender filefish / Pez ballesta	173180	173180
Actinopterygii	Tetraodontiformes	Ostraciidae	Acanthostracion polygonius	Honeycomb cowfish / Torito	173246	173246
Actinopterygii	Tetraodontiformes	Ostraciidae	Acanthostracion quadricornis	Scrawled cowfish / Torito azul	173245	173245
Actinopterygii	Tetraodontiformes	Ostraciidae	Lactophrys bicaudalis	Spotted trunkfish, ChapÃ­n pintado	173238	173238
Actinopterygii	Tetraodontiformes	Ostraciidae	Lactophrys triqueter	Smooth trunkfish / Pez cofre banqueta	173239	173239
Actinopterygii	Tetraodontiformes	Tetraodontidae	Canthigaster rostrata	Sharpnose puffer / Tamboril hociciÃ³n	173320	173320
Actinopterygii	Tetraodontiformes	Tetraodontidae	Sphoeroides spengleri	Band tail puffer/Tamboril collarete	173300	173300
Actinopterygii	Zeiformes	Grammicolepididae	Xenolepidichthys dalgleishi	Spotted tinselfish	166302	166302
Actinopterygii	Zeiformes	Macrurocyttidae	Zenion hololepis	NA	166277	166277
Amphibia	Anura	Aromobatidae	Allobates talamancae	Talamancae Rocket Frog, Rana de bosque	773364	773364
Amphibia	Anura	Brachycephalidae	Craugastor bransfordii	Bransford's litter frog, bransfords robber frog	773875	773875
Amphibia	Anura	Brachycephalidae	Craugastor fitzingeri	Frog	773895	773895
Amphibia	Anura	Brachycephalidae	Craugastor gollmeri	Frog	773899	773899
Amphibia	Anura	Brachycephalidae	Craugastor megacephalus	NA	773913	773913
Amphibia	Anura	Brachycephalidae	Craugastor noblei	Nobles robber frog, nobles leaf litter frog	773924	773924
Amphibia	Anura	Brachycephalidae	Craugastor podiciferus	Cerro utyum robber frog	773936	773936
Amphibia	Anura	Brachycephalidae	Craugastor talamancae	Almirante robber frog	773963	773963
Amphibia	Anura	Brachycephalidae	Diasporus diastema	Caretta robber frog, tink frog	774181	774181
Amphibia	Anura	Brachycephalidae	Limnophys bufoniformis	Rusty robber frog	NA	NA
Amphibia	Anura	Brachycephalidae	Pristimantis cerasinus	Limon robber frog	775491	775491
Amphibia	Anura	Brachycephalidae	Pristimantis cruentus	Chiriqui robber frog	775518	775518
Amphibia	Anura	Brachycephalidae	Pristimantis ridens	Rio san juan robber frog	775738	775738
Amphibia	Anura	Bufonidae	Bufo haematiticus	NA	207165	773679
Amphibia	Anura	Bufonidae	Ollotis conifera	Toad	775979	773569
Amphibia	Anura	Bufonidae	Ollotis fastidiosa	Pico blanco toad	775981	773572
Amphibia	Anura	Bufonidae	Rhinella marina	Marine toad, agua toad, giant toad	773729	773729
Amphibia	Anura	Dendrobatidae	Colostethus nubicola	Boquete Rocket Frog	662180	774021
Amphibia	Anura	Dendrobatidae	Colostethus pratti	NA	662194	662194
Amphibia	Anura	Dendrobatidae	Dendrobates auratus	Green or Golden Poison Arrow Frog	173543	173543
Amphibia	Anura	Dendrobatidae	Oophaga pumilio	Poison frog	774035	774035
Amphibia	Anura	Dendrobatidae	Oophaga speciosa	Poison frog	774036	774036
Amphibia	Anura	Dendrobatidae	Phyllobates lugubris	Rana venenosa, sapo venenoso	662320	662320
Amphibia	Anura	Hylidae	Dendropsophus phlebodes	San carlos treefrog	774330	774330
Amphibia	Anura	Hylidae	Hyloscirtus palmeri	Frog	774399	774399
Amphibia	Anura	Hylidae	Hypsiboas rufitelus	Frog	774482	774482
Amphibia	Anura	Hylidae	Scinax elacochrous	Sipurio snouted treefrog	NA	NA
Amphibia	Anura	Hylidae	Smilisca phaeota	New Grenada Cross-banded Treefrog	662825	662825
Amphibia	Anura	Leptodactylidae	Eleutherodactylus sp.	NA	NA	NA
Amphibia	Anura	Leptodactylidae	Leptodactylus savagei	Rana Toro	774731	774731
Amphibia	Anura	Ranidae	Lithobates vaillanti	Frog	775121	775121
Amphibia	Anura	Ranidae	Lithobates warszewitschii	Warszewitschs frog, brilliant forest frog, rana warszewitschii	775124	775124
Amphibia	Caudata	Plethodontidae	Bolitoglossa sp.	NA	NA	NA
Amphibia	Caudata	Plethodontidae	Oedipina maritima	Maritime worm salamander	668311	668311
Amphibia	Urodela (caudata)	Plethodontidae	Bolitoglossa minutula	NA	668268	668268
Amphibia	Urodela (caudata)	Plethodontidae	Bolitoglossa schizodactyla	Salamandra	208418	208418
Aves	Anseriformes	Anatidae	Anas acuta	Northern pintail, pato rabudo, pato golondrino	175074	175074
Aves	Anseriformes	Anatidae	Anas americana	American wigeon, pato calvo, pato chalcun	175094	175094
Aves	Anseriformes	Anatidae	Anas clypeata	Northern shoveler, Pato cuchara norteo, Pato cucharn-norteo	175096	175096
Aves	Anseriformes	Anatidae	Anas discors	Blue-winged teal, Cerceta aliazul, Cerceta ala azul	175086	175086
Aves	Anseriformes	Anatidae	Aythya affinis	Lesser scaup, Porrn menor, Pato boludo-menor	175134	175134
Aves	Anseriformes	Anatidae	Cairina moschata	Muscovy duck, Pato real	175246	175246
Aves	Anseriformes	Anatidae	Dendrocygna autumnalis	Black-bellied Whistling-Duck, Pato silvador aliblanco	175044	175044
Aves	Apodiformes	Apodidae	Chaetura cinereiventris	Gray-rumped swift, Vencejo lomigris	554991	554991
Aves	Apodiformes	Apodidae	Chaetura pelagica	Chimney swift, Vencejo de chimenea	178001	178001
Aves	Apodiformes	Apodidae	Panyptila cayennensis	Lesser swallow-tailed swift, Vencejo-tijereta menor	555000	555000
Aves	Apodiformes	Apodidae	Streptoprocne rutila	Chestnut-collared swift, Vencejo cuellicastao	693127	693127
Aves	Apodiformes	Apodidae	Streptoprocne zonaris	White-collared swift, Vencejo cuelliblanco, Vencejo cuello blanco	178023	178023
Aves	Apodiformes	Trochilidae	Amazilia amabilis	Blue-chested hummingbird, Amazilia pechiazul	555160	555160
Aves	Apodiformes	Trochilidae	Amazilia edward	Snowy-bellied hummingbird, Amazilia ventrinivosa	555172	555172
Aves	Apodiformes	Trochilidae	Amazilia handleyi	Escudo hummingbird, Amazilia de escudo	NA	NA
Aves	Apodiformes	Trochilidae	Amazilia tzacatl	Rufous-tailed hummingbird, Amazilia colirrufa	178058	178058
Aves	Apodiformes	Trochilidae	Anthracothorax prevostii	Green-breasted Mango, Mango pechiverde, Colibri garganta negra	555077	555077
Aves	Apodiformes	Trochilidae	Chalybura urochrysia	Bronze-tailed plumeleteer, Calzonario patirrojo	555185	555185
Aves	Apodiformes	Trochilidae	Chlorostilbon assimilis	Garden emerald, Esmeralda jardinera	555106	555106
Aves	Apodiformes	Trochilidae	Damophila julie	Violet-bellied hummingbird, Colibri ventrivioleta	555128	555128
Aves	Apodiformes	Trochilidae	Eupherusa eximia	Stripe-tailed hummingbird, Colibri colirrayado,	555178	555178
Aves	Apodiformes	Trochilidae	Eupherusa nigriventris	Black-bellied hummingbird, Colibri ventrinegro	555180	555180
Aves	Apodiformes	Trochilidae	Eutoxeres aquila	White-tipped sicklebill, Pico-de-hoz puntiblanco	555051	555051
Aves	Apodiformes	Trochilidae	Florisuga mellivora	White-necked jacobin, Jacobino nuquiblanco, Colibri nuca blanca	555070	555070
Aves	Apodiformes	Trochilidae	Glaucis aeneus	Bronzy hermit, Hermitao bronceado	693137	693137
Aves	Apodiformes	Trochilidae	Glaucis hirsuta	Rufous-breasted hermit, Hermitao pechicanelo	555025	693136
Aves	Apodiformes	Trochilidae	Heliodoxa jacula	Green-crowned brilliant, brillante coroniverde	555205	555205
Aves	Apodiformes	Trochilidae	Heliomaster longirostris	Long-billed starthroat, heliomaster piquilargo,colibri pico largo	555297	555297
Aves	Apodiformes	Trochilidae	Heliothryx barroti	Purple-crowned fairy, Hada coroniprpura, Hada enmascarada	555293	555293
Aves	Apodiformes	Trochilidae	Hylocharis eliciae	Blue-throated goldentail, Blue-throated sapphire, Zafiro gorguiazul, Zafiro garganta azul	555132	555132
Aves	Apodiformes	Trochilidae	Klais guimeti	Violet-headed hummingbird, Colibri cabecivioleta	555084	555084
Aves	Apodiformes	Trochilidae	Lampornis castaneoventris	White-throated mountain-gem, White-throated mountaingem, Colibri-montas gorguiblanco	555191	555191
Aves	Apodiformes	Trochilidae	Lampornis hemileucus	White-bellied mountain-gem, White-bellied mountaingem, Colibri montas ventriblanco	555190	555190
Aves	Apodiformes	Trochilidae	Panterpe insignis	Fiery-throated hummingbird, Colibri garganta de fuego	555127	555127
Aves	Apodiformes	Trochilidae	Phaethornis guy	Green hermit, Ermitao verde	555030	555030
Aves	Apodiformes	Trochilidae	Phaethornis striigularis	Stripe-throated hermit, ermitao gorguirayado	693142	693142
Aves	Apodiformes	Trochilidae	Thalurania colombica	Violet-crowned woodnymph, Ninfa coroniazul	555122	555122
Aves	Apodiformes	Trochilidae	Threnetes ruckeri	Band-tailed barbthroat, Barbita colibandeada	555027	555027
Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus carolinensis	Chuck-will's-widow, Capacamino de paso, Tapacamino de carolina	177960	1077350
Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus rufus	Rufous nightjar, Tapacamino moreno	555551	1077351
Aves	Caprimulgiformes	Caprimulgidae	Chordeiles acutipennis	Lesser nighthawk, Apero menor, Chotacabras menor	177988	177988
Aves	Caprimulgiformes	Caprimulgidae	Chordeiles minor	Common nighthawk, Aapero common, Chotacabras zumbn	177979	177979
Aves	Caprimulgiformes	Caprimulgidae	Lurocalis semitorquatus	Short-tailed nighthawk, Aapero colicorto, Chotacabras cola corta	555538	555538
Aves	Caprimulgiformes	Caprimulgidae	Nyctidromus albicollis	Common pauraque, pauraque, tapacamino comn	177975	177975
Aves	Caprimulgiformes	Nyctibiidae	Nyctibius griseus	Common Potoo	177956	177956
Aves	Charadriiformes	Charadriidae	Charadrius collaris	Collared plover, Chorlo collarejo	176527	176527
Aves	Charadriiformes	Charadriidae	Charadrius semipalmatus	Semipalmated plover, Chorlo semipalmeado	176506	176506
Aves	Charadriiformes	Charadriidae	Charadrius vociferus	Killdeer, Chorlo tildo	176520	176520
Aves	Charadriiformes	Charadriidae	Pluvialis squatarola	Black-bellied plover, Grey plover, Chorlo gris	176567	176567
Aves	Charadriiformes	Jacanidae	Jacana spinosa	Northern jacana, Jacana norteÃ±a	176449	176449
Aves	Charadriiformes	Laridae	Anous stolidus	Brown noddy, Tiosa comn, Charrn-bobo caf	176941	176941
Aves	Charadriiformes	Laridae	Larus argentatus	Herring gull, Gaviota argntea, Gaviota plateada	176824	176824
Aves	Charadriiformes	Laridae	Larus atricilla	Laughing gull, Gaviota reidora	176837	824079
Aves	Charadriiformes	Scolopacidae	Actitis macularus	Spotted sandpiper, Playero coleador	NA	NA
Aves	Charadriiformes	Scolopacidae	Bartramia longicauda	Upland sandpiper, Pradero, Zarapito ganga	176610	176610
Aves	Charadriiformes	Scolopacidae	Calidris fuscicollis	White-rumped sandpiper, Playero lomiblanco, Playero rabadilla blanca	176654	176654
Aves	Charadriiformes	Scolopacidae	Calidris mauri	Western sandpiper, Playero occidental	176668	176668
Aves	Charadriiformes	Scolopacidae	Calidris pusilla	Semipalmated sandpiper, Playero semipalmeado	176667	176667
Aves	Charadriiformes	Scolopacidae	Catoptrophorus semipalmatus	Willet, Playero aliblanco	176638	824147
Aves	Charadriiformes	Scolopacidae	Gallinago delicata	Wilson's snipe, Becasina de wilson	726048	726048
Aves	Charadriiformes	Scolopacidae	Limnodromus scolopaceus	Long-billed dowitcher, Agujeta piquilarga, Costurero pico largo	176679	176679
Aves	Charadriiformes	Scolopacidae	Tringa melanoleuca	Greater yellowlegs, Patiamarillo mayor	176619	176619
Aves	Charadriiformes	Stercorariidae	Stercorarius parasiticus	Parasitic jaeger, Salteador parsito	176793	176793
Aves	Charadriiformes	Stercorariidae	Stercorarius pomarinus	Pomarine jaeger, Pomarine skua, Salteador pomarino	176792	176792
Aves	Ciconiiformes	Ardeidae	Agamia agami	Agami heron, Garza agami	174867	174867
Aves	Ciconiiformes	Ardeidae	Ardea alba	Great egret, Garceta grande	554135	554135
Aves	Ciconiiformes	Ardeidae	Ardea herodias	Great blue heron, Garza azul mayor, Garza morena	174773	174773
Aves	Ciconiiformes	Ardeidae	Bubulcus ibis	Cattle egret, Garceta bueyera, Garza ganadera	174803	174803
Aves	Ciconiiformes	Ardeidae	Butorides striatus	Striated heron, Green-backed heron, Garza listada	174798	726050
Aves	Ciconiiformes	Ardeidae	Butorides virescens	Green heron, garza verde, garceta verde	174793	174793
Aves	Ciconiiformes	Ardeidae	Cochlearius cochlearius	Boat-billed heron, Garza cucharÃ³n	174873	174873
Aves	Ciconiiformes	Ardeidae	Egretta caerulea	Little blue heron, Garza azul chica	174827	174827
Aves	Ciconiiformes	Ardeidae	Egretta thula	Snowy egret, Garceta pie-dorado	174813	174813
Aves	Ciconiiformes	Ardeidae	Egretta tricolor	Tricolored heron, Garza tricolor	174826	174826
Aves	Ciconiiformes	Ardeidae	Nyctanassa violacea	Yellow-crowned night-heron, Garza-nocturna cabeci amarilla	174842	174842
Aves	Ciconiiformes	Ardeidae	Tigrisoma fasciatum	Fasciated tiger-heron, fasciated tiger heron, garza-tigre barreteada	174880	174880
Aves	Ciconiiformes	Ardeidae	Tigrisoma lineatum	Rufescent tiger-heron, Garza-tigre colorada	174882	174882
Aves	Ciconiiformes	Ciconiidae	Mycteria americana	Wood stork, Cigea americana	174897	174897
Aves	Ciconiiformes	Threskiornithidae	Eudocimus albus	White ibis, American white ibis, Ibis blanco	174930	174930
Aves	Ciconiiformes	Threskiornithidae	Mesembrinibis cayennensis	Green ibis, Ibis verde	174967	174967
Aves	Ciconiiformes	Threskiornithidae	Platalea ajaja	Roseate spoonbill, Esptula rosada	174941	174941
Aves	Columbiformes	Columbidae	Leptotila cassinii	Gray-chested dove, Paloma pecho gris	NA	NA
Aves	Columbiformes	Columbidae	Leptotila plumbeiceps	Gray-headed dove, Paloma cabeciceniza	177175	177175
Aves	Columbiformes	Columbidae	Leptotila verreauxi	White-tipped dove, Paloma rabiblanca	177166	177166
Aves	Coraciiformes	Alcedinidae	Chloroceryle aenea	American pygmy kingfisher, Martin pescador pigmeo	554639	554639
Aves	Coraciiformes	Alcedinidae	Chloroceryle amazona	Amazon kingfisher, Martin pescador amaznico	554637	554637
Aves	Coraciiformes	Alcedinidae	Chloroceryle americana	Green kingfisher	178112	178112
Aves	Coraciiformes	Alcedinidae	Chloroceryle inda	Green-and-rufous kingfisher, MartIn pescador verdirrufo	554638	554638
Aves	Coraciiformes	Alcedinidae	Megaceryle torquata	Ringed kingfisher,	178109	178109
Aves	Coraciiformes	Momotidae	Baryphthengus martii	Rufous motmot, Momoto rufo	554540	554540
Aves	Coraciiformes	Momotidae	Electron platyrhynchum	Broad-billed motmot, Momoto piquiancho	554537	554537
Aves	Cuculiformes	Cuculidae	Coccyzus americanus	Yellow-billed cuckoo, Cuclillo pico amarillo	177831	177831
Aves	Cuculiformes	Cuculidae	Coccyzus erythropthalmus	Black-billed cuckoo, Cuclillo pico negro	177834	177834
Aves	Cuculiformes	Cuculidae	Coccyzus minor	Mangrove cuckoo, Cuclillo manglero	177828	177828
Aves	Cuculiformes	Cuculidae	Crotophaga sulcirostris	Groove-billed ani, Garrapatero piquiestriado	177839	177839
Aves	Cuculiformes	Cuculidae	Piaya cayana	Squirrel cuckoo, Cuco ardilla, Cuclillo canela	554785	554785
Aves	Falconiformes	Accipitridae	Accipiter bicolor	Bicolored hawk, Gaviln bicolor	175310	175310
Aves	Falconiformes	Accipitridae	Accipiter striatus	Sharp-shinned hawk, Gaviln estriado, Gaviln pecho rufo	175304	175304
Aves	Falconiformes	Accipitridae	Buteo albonotatus	Zone-tailed hawk, Gaviln colifajead, Aguililla aura	175368	175368
Aves	Falconiformes	Accipitridae	Buteo brachyurus	Short-tailed hawk, Gaviln colicorto, Guililla cola corta	175372	175372
Aves	Falconiformes	Accipitridae	Buteo jamaicensis	Red-tailed hawk, Gaviln colirrojo, Aguililla cola roja	175350	175350
Aves	Falconiformes	Accipitridae	Buteo magnirostris	Roadside hawk, GavilÃ¡n caminero	175387	824120
Aves	Falconiformes	Accipitridae	Buteo platypterus	Broad-winged hawk, Aguililla ala ancha	175365	175365
Aves	Falconiformes	Accipitridae	Buteo swainsoni	Swainson's hawk, Gaviln de swainson	175367	175367
Aves	Falconiformes	Accipitridae	Buteogallus anthracinus	Common black-hawk, Aguililla-negra menor	175402	175402
Aves	Falconiformes	Accipitridae	Buteogallus meridionalis	Savanna hawk, Gaviln sabanero	558956	558956
Aves	Falconiformes	Accipitridae	Buteogallus urubitinga	Great black-hawk, Gaviln-negro mayor, Aguililla-negra mayor	175405	175405
Aves	Falconiformes	Accipitridae	Chondrohierax uncinatus	Hook-billed kite, Elanio piquiganchudo, GavilÃ¡n pico gancho	175449	175449
Aves	Falconiformes	Accipitridae	Circus cyaneus	Northern harrier, Aguilucho norteo	175430	175430
Aves	Falconiformes	Accipitridae	Gampsonyx swainsonii	Pearl kite, Elanio chico	175460	175460
Aves	Falconiformes	Accipitridae	Harpagus bidentatus	Double-toothed kite, Elanio bidentado, Gaviln bidentado	175462	175462
Aves	Falconiformes	Accipitridae	Harpia harpyja	Harpy eagle, Aguila Harpia	560358	560358
Aves	Falconiformes	Accipitridae	Ictinia mississippiensis	Mississippi kite, Elanio migratorio, Milano de misisipi	554268	554268
Aves	Falconiformes	Accipitridae	Ictinia plumbea	Plumbeous kite, Elanio plomizo, Milano plomizo	175293	175293
Aves	Falconiformes	Accipitridae	Leptodon cayanensis	Gray-headed kite, Elanio cabecigris	175447	175447
Aves	Falconiformes	Accipitridae	Leucopternis albicollis	White hawk, Gavilan blanco, Aguililla blanca	175536	175536
Aves	Falconiformes	Accipitridae	Leucopternis princeps	Barred hawk, Gaviln barreteado	175543	175543
Aves	Falconiformes	Accipitridae	Leucopternis semiplumbeus	Semiplumbeous hawk, Gaviln dorsiplomizo	726053	726053
Aves	Falconiformes	Accipitridae	Parabuteo unicinctus	Harris's hawk, Gaviln alicastao, Aguililla rojinegra	175397	175397
Aves	Falconiformes	Accipitridae	Spizaetus tyrannus	Black hawk-eagle, Aguilillo negro	175583	175583
Aves	Falconiformes	Accipitridae	Spizastur melanoleucus	Black-and-white hawk-eagle, Aguilillo blanco y negro	175570	824125
Aves	Falconiformes	Cathartidae	Cathartes aura	Turkey vulture, Gallinazo cabecirrojo	175265	175265
Aves	Falconiformes	Cathartidae	Coragyps atratus	Black vulture, Gallinazo negro	175272	175272
Aves	Falconiformes	Cathartidae	Sarcoramphus papa	King vulture, Gallinazo rey, Zopilote rey	175277	175277
Aves	Falconiformes	Falconidae	Falco columbarius	Merlin	175613	175613
Aves	Falconiformes	Falconidae	Falco peregrinus	Peregrine falcon, Halcon peregrino	175604	175604
Aves	Falconiformes	Falconidae	Falco rufigularis	Bat falcon, HalcÃ³n murcielaguero, HalcÃ³n plomizo	175651	175651
Aves	Falconiformes	Falconidae	Falco sparverius	American kestrel, CernÃ­calo americano, Halconcito colorado	175622	175622
Aves	Falconiformes	Falconidae	Herpetotheres cachinnans	Laughing falcon, Halcon reidor	175670	175670
Aves	Falconiformes	Falconidae	Ibycter americanus	Red-throated caracara, Caracara avispera	668596	668596
Aves	Falconiformes	Falconidae	Micrastur semitorquatus	Collared forest-falcon, Halcon-monts collarejo	175676	175676
Aves	Falconiformes	Pandionidae	Morphnus guianensis	Crested eagle, Ã¡guila crestada	175556	175556
Aves	Falconiformes	Pandionidae	Pandion haliaetus	Osprey	175590	175590
Aves	Galbuliformes	Bucconidae	Malacoptila panamensis	White-whiskered puffbird, Buco bigotiblanco	554365	554365
Aves	Galbuliformes	Bucconidae	Monasa morphoeus	White-fronted nunbird, Monja frentiblanca	554399	554399
Aves	Galbuliformes	Bucconidae	Notharchus macrorhynchos	White-necked puffbird, Buco cuelliblanco, Buco de collar	554336	554336
Aves	Galbuliformes	Bucconidae	Notharchus tectus	Pied puffbird, Buco pinto	554339	554339
Aves	Galbuliformes	Galbulidae	Galbula ruficauda	Rufous-tailed jacamar, Jacamar cola rufa	554327	554327
Aves	Galbuliformes	Galbulidae	Jacamerops aureus	Great jacamar, Jacamar grande	554335	554335
Aves	Galliformes	Cracidae	Chamaepetes unicolor	Black guan, Pava negra	175749	175749
Aves	Galliformes	Cracidae	Crax rubra	Great curassow, Hoco faisÃ¡n	175765	175765
Aves	Galliformes	Cracidae	Ortalis cinereiceps	Gray-headed chachalaca, Chachalaca cabecigris	553805	553805
Aves	Galliformes	Cracidae	Penelope purpurascens	Crested guan, Pava crestada	175741	175741
Aves	Galliformes	Odontophoridae	Odontophorus leucolaemus	Black-breasted wood-quail, Codorniz pechinegra	175935	175935
Aves	Galliformes	Odontophoridae	Odontophorus melanotis	Black-eared wood-quail, Codorniz orejinegra	553900	553900
Aves	Galliformes	Odontophoridae	Rhynchortyx cinctus	Tawny-faced quail, Codorniz carirrufa	175943	175943
Aves	Galliformes	Phasianidae	Gallus gallus	Chicken, Red Junglefowl, Gallina	176086	176086
Aves	Gruiformes	Aramidae	Aramus guarauna	Limpkin, Carrao	176197	176197
Aves	Gruiformes	Eurypygidae	Eurypyga helias	Sunbittern, Garza del sol	176409	176409
Aves	Gruiformes	Heliornithidae	Heliornis fulica	Sungrebe, PunpÃºn	176401	176401
Aves	Gruiformes	Rallidae	Amaurolimnas concolor	Uniform crake	176308	176308
Aves	Gruiformes	Rallidae	Aramides axillaris	Rufous-necked wood-rail	176322	176322
Aves	Gruiformes	Rallidae	Aramides cajanea	Gray-necked wood-rail, RascÃ³n cuello gris	176323	176323
Aves	Gruiformes	Rallidae	Fulica americana	American coot, Gallareta americana	176292	176292
Aves	Gruiformes	Rallidae	Gallinula chloropus	Common moorhen, Gallineta frente roja	176284	176284
Aves	Gruiformes	Rallidae	Laterallus albigularis	White-throated crake, Polluela gargantiblanca	560744	560744
Aves	Gruiformes	Rallidae	Neocrex erythrops	Paint-billed crake, Polluela piquirroja	176362	176362
Aves	Gruiformes	Rallidae	Porzana carolina	Sora, Polluela nortea	176242	176242
Aves	Gruiformes	Rallidae	Porzana flaviventer	Yellow-breasted crake, Polluela pecho amarillo	176245	176245
Aves	Gruiformes	Rallidae	Rallus longirostris	Cclapper rail	176209	176209
Aves	Passeriformes	Bombycillidae	Bombycilla cedrorum	Cedar waxwing, Ampelis americano	178532	178532
Aves	Passeriformes	Bombycillidae	Phainoptila melanoxantha	Black-and-yellow silky-flycatcher, Capulinero negro y amarillo	561964	561964
Aves	Passeriformes	Cardinalidae	Caryothraustes poliogaster	Black-faced grosbeak, Picogrueso carinegro, Picogordo cara negra	559084	559084
Aves	Passeriformes	Cardinalidae	Cyanocompsa cyanoides	Blue-black grosbeak, Picogrueso negriazulado	559618	559618
Aves	Passeriformes	Cardinalidae	Passerina caerulea	Blue grosbeak, Picogrueso azul	726198	726198
Aves	Passeriformes	Cardinalidae	Passerina ciris	Painted bunting, Azulillo siete colores	179156	179156
Aves	Passeriformes	Cardinalidae	Passerina cyanea	Indigo bunting, Azulillo indigo	179150	179150
Aves	Passeriformes	Cardinalidae	Pheucticus ludovicianus	Rose-breasted grosbeak, Picogrueso pechirrosado	179139	179139
Aves	Passeriformes	Cardinalidae	Pheucticus tibialis	Black-thighed grosbeak, Picogrueso muslinegro	561980	561980
Aves	Passeriformes	Cardinalidae	Saltator atriceps	Black-headed saltator, Saltador cabecinegro	562807	562807
Aves	Passeriformes	Cardinalidae	Saltator grossus	Slate-colored grosbeak, Picogrueso piquirrojo	562814	562814
Aves	Passeriformes	Cardinalidae	Saltator maximus	Buff-throated saltator, Saltador gorguianteado	562816	562816
Aves	Passeriformes	Cardinalidae	Spiza americana	Dickcissel, Sabanero americano	179165	179165
Aves	Passeriformes	Coerebidae	Coereba flaveola	Bananaquit, Reinita-mielera	179900	179900
Aves	Passeriformes	Columbidae	Claravis pretiosa	Blue ground-dove, Tortolita azul	177244	177244
Aves	Passeriformes	Columbidae	Columbina passerina	NA	177152	177152
Aves	Passeriformes	Columbidae	Columbina talpacoti	Ruddy ground-dove, Tortolita rojiza	177156	177156
Aves	Passeriformes	Columbidae	Geotrygon costaricensis	Buff-fronted quail-dove, Paloma-perdiz costarricense	177183	177183
Aves	Passeriformes	Columbidae	Geotrygon lawrencii	Purplish-backed quail-dove, Paloma-perdiz sombra	177186	177186
Aves	Passeriformes	Columbidae	Geotrygon montana	Ruddy quail-dove, paloma-perdiz rojiza	177180	177180
Aves	Passeriformes	Columbidae	Geotrygon veraguensis	Olive-backed quail-dove, Paloma-perdiz bigotiblanca	177190	177190
Aves	Passeriformes	Columbidae	Pataegioenas cayennensis	Pale-vented pigeon, Paloma colorada	NA	NA
Aves	Passeriformes	Columbidae	Patagioenas leucocephala	White-crowned pigeon, paloma coroniblanca	676903	676903
Aves	Passeriformes	Columbidae	Patagioenas nigrirostris	Short-billed pigeon, Paloma piquicorta	676905	676905
Aves	Passeriformes	Columbidae	Patagioenas speciosa	Scaled pigeon, Paloma escamosa	676909	676909
Aves	Passeriformes	Columbidae	Zenaida macroura	Mourning dove, Paloma huilota	177125	177125
Aves	Passeriformes	Corvidae	Cyanocorax affinis	Black-chested Jay, Urraca pechinegra	559619	559619
Aves	Passeriformes	Corvidae	Cyanocorax morio	Brown jay, Urraca parda	179715	562548
Aves	Passeriformes	Corvidae	Cyanolyca cucullata	Azure-hooded jay, Urraca capuchiceleste	559638	559638
Aves	Passeriformes	Cotingidae	Carpodectes nitidus	Snowy cotinga, Cotinga nivosa	559079	559079
Aves	Passeriformes	Cotingidae	Cephalopterus glabricollis	Bare-necked umbrellabird, Ave-sombrilla cuellinuda	559103	559103
Aves	Passeriformes	Cotingidae	Cotinga amabilis	Lovely cotinga, Cotinga linda, Cotinga azuleja	559544	559544
Aves	Passeriformes	Cotingidae	Laniocera rufescens	Speckled mourner, Plaidera moteada	560715	560715
Aves	Passeriformes	Cotingidae	Lipaugus unirufus	Rufous piha, Piha rojiza	560830	560830
Aves	Passeriformes	Cotingidae	Pachyramphus cinnamomeus	Cinnamon becard, cabezon canelo	561788	561788
